full_name,first_name,last_name,company,Region(s),Stages,Industries
Varun Malhotra,Varun,Malhotra,Quona Capital,"Washington, District of Columbia",Seed; Series A; Other Lists,"Impact; FinTech; Washington, D.C."
David Mathewson,David,Mathewson,Quona Capital,United States,Seed; Series A,FinTech
Thomas Mulwa,Thomas,Mulwa,Quona Capital,Kenya,Seed; Series A,Impact; FinTech
Ganesh Rengaswamy,Ganesh,Rengaswamy,Quona Capital,"Washington, District of Columbia",Seed; Series A; Other Lists,"Impact; FinTech; Washington, D.C."
Jonathan Whittle,Jonathan,Whittle,Quona Capital,"Washington, District of Columbia",Seed; Series A; Other Lists,"Impact; FinTech; Washington, D.C."
Monica Brand Engel,Monica,Brand Engel,Quona Capital,"Washington, District of Columbia",Pre-seed; Seed; Other Lists,"SaaS; FinTech; Washington, D.C.; Female Investors; Diverse Investors"
Remigiusz Czerniej,Remigiusz,Czerniej,1Up Ventures,Europe,Pre-seed; Other Lists,"AR/VR; Logistics; AgTech; Education; Analytics; Web3/Blockchain; Health IT; Health & Hospital Services; AI; Angel, Scout, and Solo-Capitalists"
Ed Fries,Ed,Fries,1Up Ventures,,Seed; Other Lists,Games; Seattle / Portland; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders
Karthik Ardhanareeswaran,Karthik,Ardhanareeswaran,GV (Google Ventures),"Cambridge, Massachusetts",Seed; Series A; Other Lists,BioTech; Boston / New England
Brian Bendett,Brian,Bendett,GV (Google Ventures),"Mountain View, California; San Francisco Bay Area",Seed; Series A; Series B; Other Lists,AgTech; ClimateTech/CleanTech; BioTech; Health IT; Cloud Infrastructure; AI; Enterprise
Scott Biller,Scott,Biller,GV (Google Ventures),"Boston, Massachusetts",Series B; Other Lists,Therapeutics; Pharmaceuticals; BioTech; Boston / New England
Brendan Bulik-Sullivan,Brendan,Bulik-Sullivan,GV (Google Ventures),"Mountain View, California",Seed; Series A; Series B; Other Lists,Pharmaceuticals; IoT; BioTech; Health & Hospital Services; Health IT; FinTech; AI; Consumer Internet; San Francisco Bay Area
Sherry Chao,Sherry,Chao,GV (Google Ventures),"Cambridge, Massachusetts",Seed; Series A; Other Lists,BioTech; Boston / New England
Frederique Dame,Frederique,Dame,GV (Google Ventures),San Francisco Bay Area,Series A; Series B; Other Lists,Marketplaces; Consumer Internet; Enterprise; Female Investors; Diverse Investors; Investors who invested in female founders; Investors who invested in diverse founders
Scott Davis,Scott,Davis,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Other Lists,Consumer Internet; Enterprise
Karim Faris,Karim,Faris,GV (Google Ventures),"Mountain View, California",Series A; Series B; Other Lists,Analytics; Security; E-commerce; Social Networks; Enterprise; San Francisco Bay Area
Cathy Friedman,Cathy,Friedman,GV (Google Ventures),"San Francisco, California; San Francisco Bay Area",Seed; Series A; Other Lists,Consumer Health; BioTech; Health & Hospital Services; Health IT
Anika Gupta,Anika,Gupta,GV (Google Ventures),"Cambridge, Massachusetts",Seed; Series A; Other Lists,BioTech; Boston / New England
Roni Hiranand,Roni,Hiranand,GV (Google Ventures),Hong Kong,Seed; Series A; Series B,ClimateTech/CleanTech; Food and Beverage; AgTech; Gaming/eSports; BioTech; Web3/Blockchain; E-commerce
Han Hua,Han,Hua,GV (Google Ventures),"San Francisco Bay Area; Mountain View, California; San Francisco, California",Seed; Series A; Series B; Other Lists,Web3/Crypto
Crystal Huang,Crystal,Huang,GV (Google Ventures),"Mountain View, California; New York, New York",Seed; Series A; Other Lists,Enterprise Infrastructure; Cloud Infrastructure; SaaS; FinTech; New York City; San Francisco Bay Area
Tom Hulme,Tom,Hulme,GV (Google Ventures),London,Seed; Other Lists,"Marketplaces; E-commerce; AI; Hardware; Social Commerce; Enterprise; SaaS; Social Networks; Messaging; FinTech; Angel, Scout, and Solo-Capitalists"
Rosana Kapeller,Rosana,Kapeller,GV (Google Ventures),"Cambridge, Massachusetts",Seed; Series A; Series B; Other Lists,Pharmaceuticals; BioTech; Boston / New England
David Krane,David,Krane,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,"AgTech; Robotics; Security; Health IT; Health & Hospital Services; FinTech; Consumer Internet; Enterprise; SaaS; AI; Angel, Scout, and Solo-Capitalists"
Joe Kraus,Joe,Kraus,GV (Google Ventures),"Palo Alto, California",Seed; Series A; Other Lists,TransportationTech; Marketplaces; San Francisco Bay Area
John Lyman,John,Lyman,GV (Google Ventures),"San Francisco Bay Area; San Francisco, California",Series A; Series B; Other Lists,E-commerce; Social Networks; Marketplaces; Enterprise
Daniel Lynch,Daniel,Lynch,GV (Google Ventures),"Boston, Massachusetts",Seed; Series A; Other Lists,Pharmaceuticals; BioTech; Boston / New England
Michael Margolis,Michael,Margolis,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Messaging; Security; Robotics; Health IT; Health & Hospital Services; AI; FinTech; Consumer Internet; SaaS; Enterprise; Seattle / Portland
Laura Melahn,Laura,Melahn,GV (Google Ventures),San Francisco Bay Area,Seed; Other Lists,Security; Robotics; BioTech; Health & Hospital Services; Health IT; AI; Female Investors; Diverse Investors
Dave Munichiello,Dave,Munichiello,GV (Google Ventures),"Palo Alto, California",Seed; Series A; Series B; Other Lists,Robotics; IoT; Web3/Crypto; E-commerce; Health & Hospital Services; Health IT; BioTech; Enterprise; FinTech; AI; San Francisco Bay Area
Erik Nordlander,Erik,Nordlander,GV (Google Ventures),United States,Series A; Other Lists,"Developer Tools; Cloud Infrastructure; AI; Enterprise; Investors who invested in female founders; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists; New York City"
Anthony Philippakis,Anthony,Philippakis,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Robotics; Security; Data Services; Health IT; Health & Hospital Services; AI; FinTech; Consumer Internet; SaaS; Enterprise; Boston / New England
Sridhar Ramaswamy,Sridhar,Ramaswamy,GV (Google Ventures),"Boston, Massachusetts",Seed; Series A; Other Lists,Health IT; BioTech; Health & Hospital Services; Boston / New England
David Reshef,David,Reshef,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,BioTech; Health & Hospital Services; Health IT; AI; Consumer Internet; Enterprise
Ben Robbins,Ben,Robbins,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,IoT; Consumer Health; BioTech; Health & Hospital Services; Health IT; FinTech; SaaS; Enterprise; Consumer Internet; AI; Boston / New England
Issi Rozen,Issi,Rozen,GV (Google Ventures),"Cambridge, Massachusetts",Series A; Series B; Other Lists,BioTech; Boston / New England
David Schenkein,David,Schenkein,GV (Google Ventures),"Boston, Massachusetts; Boston / New England",Series A; Series B; Other Lists,Pharmaceuticals; BioTech
Luna Schmid,Luna,Schmid,GV (Google Ventures),United Kingdom; London,Seed; Series A; Other Lists,Enterprise; Consumer Internet
Vidu Shanmugarajah,Vidu,Shanmugarajah,GV (Google Ventures),London,Series A; Series B; Other Lists,BioTech; AI; Cloud Infrastructure; Enterprise; Consumer Internet
KJ Sidberry,KJ,Sidberry,GV (Google Ventures),"New York, New York",Seed; Series A; Other Lists,Direct-to-Consumer (DTC); IoT; Data Services; FinTech; Consumer Internet; Enterprise; New York City
M.G. Siegler,M.G.,Siegler,GV (Google Ventures),San Francisco Bay Area,Seed; Other Lists,"Social Networks; Enterprise; Angel, Scout, and Solo-Capitalists"
Graham Spencer,Graham,Spencer,GV (Google Ventures),"Palo Alto, California; San Francisco Bay Area",Seed; Other Lists,"Consumer Internet; Enterprise; Angel, Scout, and Solo-Capitalists"
Jon Stritar,Jon,Stritar,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Messaging; Security; Cloud Infrastructure; Consumer Internet; Enterprise; New York City
Andrew Wheeler,Andrew,Wheeler,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Impact; Sales & CRM; EnergyTech; ClimateTech/CleanTech; Social Networks; Health & Hospital Services; Enterprise; SaaS; Marketplaces
Jeremy Whelchel,Jeremy,Whelchel,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Robotics; Security; Data Services; Health IT; Health & Hospital Services; AI; FinTech; Consumer Internet; SaaS; Enterprise
Krishna Yeshwant,Krishna,Yeshwant,GV (Google Ventures),"Boston, Massachusetts",Series A; Other Lists,Consumer Health; BioTech; Security; Social Networks; Boston / New England
Yuan Yuan,Yuan,Yuan,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,Messaging; Security; Data Services; BioTech; Health IT; Health & Hospital Services; FinTech; Consumer Internet; SaaS; Enterprise
Sangeen Zeb,Sangeen,Zeb,GV (Google Ventures),San Francisco Bay Area,Seed; Series A; Series B; Other Lists,FinTech; Consumer Internet; Enterprise
Angela Chong,Angela,Chong,Omega Venture Partners,"Palo Alto, California",Seed; Series A; Series B; Other Lists,Enterprise Infrastructure; Data Services; E-commerce; SaaS; AI; Enterprise; San Francisco Bay Area
Alexander Gounares,Alexander,Gounares,Omega Venture Partners,"Seattle, Washington; Kirkland, Washington",Seed; Series A; Series B; Other Lists,Robotics; Enterprise; SaaS; AI; Seattle / Portland
JJ Lunsford,JJ,Lunsford,Omega Venture Partners,United States,Seed; Series A; Series B,Robotics; AI; SaaS; Enterprise
Thomas Malone,Thomas,Malone,Omega Venture Partners,"Boston, Massachusetts",Seed; Series A; Series B; Other Lists,AutoTech; Enterprise Infrastructure; Data Services; AI; SaaS; Enterprise; Boston / New England
Gaurav Tewari,Gaurav,Tewari,Omega Venture Partners,"San Francisco, California; Palo Alto, California; New York, New York",Series A; Series B; Other Lists,IoT; Social Networks; Analytics; Media/Content; Cloud Infrastructure; Developer Tools; E-commerce; AI; Marketplaces; SaaS; New York City; San Francisco Bay Area
Vivek Chadha,Vivek,Chadha,Hourglass Venture Partners,London,Seed; Series A; Other Lists,Retail; Enterprise Applications; Health & Hospital Services; Digital Health; Health IT; SaaS; Enterprise
Evan Louie,Evan,Louie,Hourglass Venture Partners,"Las Vegas, Nevada",Seed; Series A; Other Lists,Enterprise Applications; SaaS; Enterprise; Los Angeles / Southern California
Gans Subramaniam,Gans,Subramaniam,Hourglass Venture Partners,"San Francisco, California",Seed; Series A; Other Lists,Enterprise Applications; SaaS; Enterprise; San Francisco Bay Area
Mike Scanlin,Mike,Scanlin,Mistral Venture Partners,United States; Canada,Seed; Series A; Other Lists,Enterprise Applications; Enterprise Infrastructure; Creator/Passion Economy; Payments; IoT; Cloud Infrastructure; Enterprise; SaaS; FinTech; Los Angeles / Southern California; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders
Nathan Doctor,Nathan,Doctor,Infinite Capital,United States,Seed; Series A,Space; DeepTech; Education; Web3/Crypto
Kieran Doctor,Kieran,Doctor,Infinite Capital,"Los Angeles, California",Seed; Series A; Series B; Other Lists,DeepTech; Space; TransportationTech; Web3/Crypto; Enterprise; Los Angeles / Southern California
Sean Doctor,Sean,Doctor,Infinite Capital,LatAm (Latin America),Seed; Other Lists,DeepTech; Web3/Crypto
Rodrigo Dumont,Rodrigo,Dumont,Innogen Venture Capital,LatAm (Latin America),Seed; Series A; Other Lists,Consumer Health; Cybersecurity; Education; Food and Beverage; Real Estate/PropTech; FinTech
Lucia Jimenez de Tomasino,Lucia,Jimenez de Tomasino,Innogen Venture Capital,LatAm (Latin America),Seed; Series A; Series B; Other Lists,Lodging/Hospitality; Real Estate/PropTech; FinTech
Fernando Moran,Fernando,Moran,Innogen Venture Capital,"San Francisco, California",Seed; Series A; Series B; Other Lists,Food and Beverage; Cybersecurity; Real Estate/PropTech; Education; Digital Health; Health & Hospital Services; Health IT; FinTech; San Francisco Bay Area
Christian Quiñonez,Christian,Quiñonez,Innogen Venture Capital,LatAm (Latin America),Seed; Series A; Other Lists,Logistics; FinTech
Christián Quiñónez,Christián,Quiñónez,Innogen Venture Capital,"Ecuador; Argentina; Chile; Peru; Colombia; Mexico, Mexico",Seed; Series A; Other Lists,"Travel; Food and Beverage; Cybersecurity; Education; Insurance; Real Estate/PropTech; Payments; E-commerce; Future of Work; FinTech; LatAm (Latin America); Investors who were founders; Angel, Scout, and Solo-Capitalists"
Daniela Rivera-Meza,Daniela,Rivera-Meza,Innogen Venture Capital,LatAm (Latin America),Seed; Series A; Series B; Other Lists,Messaging; MarketingTech
Roberto Samayoa Augspurg,Roberto,Samayoa Augspurg,Innogen Venture Capital,LatAm (Latin America),Seed; Series A; Other Lists,Cybersecurity; Real Estate/PropTech; Food and Beverage; Education; Consumer Health; FinTech
Andris K. Berzins,Andris K.,Berzins,Change Ventures,Estonia; Lithuania; Latvia,Pre-seed; Other Lists,Enterprise Applications; Education; Robotics; Real Estate/PropTech; E-commerce; Marketplaces; AI; Enterprise; SaaS; FinTech; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders
Rait Ojasaar,Rait,Ojasaar,Change Ventures,"Tallinn, Estonia",Pre-seed; Seed,Food and Beverage; Enterprise Applications; E-commerce; Marketplaces; Enterprise; FinTech
Yrjö Ojasaar,Yrjö,Ojasaar,Change Ventures,Tallinn,Pre-seed; Seed,Food and Beverage; Enterprise Applications; E-commerce; Marketplaces; Enterprise; FinTech
Gabriele Poteliunaite,Gabriele,Poteliunaite,Change Ventures,Lithuania,Pre-seed; Seed,Food and Beverage; Enterprise Applications; Marketplaces; E-commerce; Enterprise; FinTech
Steve Hale,Steve,Hale,Album VC,"Austin, Texas; Utah; Colorado; Idaho; Arizona; Los Angeles, California; Seattle / Portland; New York, New York",Pre-seed; Seed; Other Lists,Education; Sales & CRM; Real Estate/PropTech; AR/VR; Future of Work; FinTech; Marketplaces; Enterprise; AI; SaaS; Colorado / Utah; Austin; Los Angeles / Southern California; Investors who were founders; New York City
Sid Krommenhoek,Sid,Krommenhoek,Album VC,"Salt Lake City, Utah; Provo, Utah; San Francisco, California; New York, New York; Phoenix, Arizona; Utah; Los Angeles, California",Pre-seed; Seed; Series A; Other Lists,Education; Real Estate/PropTech; SaaS; Colorado / Utah; Los Angeles / Southern California; New York City; San Francisco Bay Area
John Mayfield,John,Mayfield,Album VC,"Utah; Salt Lake City, Utah; Provo, Utah; Boulder, Colorado; Denver, Colorado; Phoenix, Arizona; Mesa, Arizona; Arizona; Colorado; Los Angeles, California; Portland, Oregon; Seattle, Washington; California; Oregon; Washington",Seed; Other Lists,SMB Software; Marketplaces; FinTech; AI; Enterprise; SaaS; Colorado / Utah; Seattle / Portland; Los Angeles / Southern California
Diogo Myrrha,Diogo,Myrrha,Album VC,Utah,Seed; Series A; Other Lists,Parenting/Families; SMB Software; Real Estate/PropTech; Consumer Internet; Colorado / Utah
Morgan Amsler,Morgan,Amsler,Bluegrass Angels,"New York, New York",Seed; Series A; Series B; Other Lists,Digital Health; Health & Hospital Services; Health IT; New York City
Joe Noonan,Joe,Noonan,Bluegrass Angels,Kentucky,Seed; Series A; Series B,Wellness & Fitness; Gaming/eSports; EnergyTech; AgTech; Consumer Health; Marketplaces; BioTech
Ben Self,Ben,Self,Bluegrass Angels,"Lexington-Fayette, Kentucky",Seed; Series A; Series B,Gaming/eSports; AgTech; Marketplaces; BioTech
Roy Toutant,Roy,Toutant,Bluegrass Angels,Kentucky,Seed; Series A; Series B,Wellness & Fitness; Gaming/eSports; AgTech; EnergyTech; Consumer Health; BioTech
Pedro Castel-Branco,Pedro,Castel-Branco,Armilar Venture Partners,Portugal,Seed; Series A,DeepTech; Digital Health; Health & Hospital Services; Health IT
Rodolfo Condessa,Rodolfo,Condessa,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,Space; DeepTech; TransportationTech
João Dias,João,Dias,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,DeepTech; AgTech; EnergyTech; SaaS; FinTech
José Guerreiro de Sousa,José,Guerreiro de Sousa,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,Generative Tech/AI; Food and Beverage; Security; DeepTech; Cloud Infrastructure; SaaS
Inês Macedo Santos,Inês,Macedo Santos,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,Payments; DeepTech; AgTech; EnergyTech; BioTech; SaaS; FinTech
Vitor Martins,Vitor,Martins,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,Consumer Health; Digital Health; Health & Hospital Services; Health IT
Duarte Mineiro,Duarte,Mineiro,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,Digital Health; Health & Hospital Services; Health IT
Pedro Ribeiro Santos,Pedro,Ribeiro Santos,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,IoT; Enterprise Applications; SaaS
Joaquim Sérvulo Rodrigues,Joaquim,Sérvulo Rodrigues,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,DeepTech; ClimateTech/CleanTech; Digital Health; Health IT; Health & Hospital Services
Carmo Sousa Coutinho,Carmo,Sousa Coutinho,Armilar Venture Partners,"Lisbon, Portugal",Seed; Series A,DeepTech; AgTech; EnergyTech; SaaS
André Almeida Santos,André,Almeida Santos,Indico Capital Partners,Portugal,Pre-seed; Seed; Series A; Series B,Impact; ClimateTech/CleanTech
Lavinia Bonomo,Lavinia,Bonomo,Indico Capital Partners,Portugal,Pre-seed; Seed; Series A; Series B,Cybersecurity; IoT; Web3/Blockchain; Web3/Crypto; AI; SaaS; FinTech
Rafael Conceição,Rafael,Conceição,Indico Capital Partners,"Lisbon, Portugal",Seed; Series A,Enterprise Applications; ClimateTech/CleanTech; Web3/Blockchain; Web3/Crypto; Marketplaces; AI; SaaS
Cristina Fonseca,Cristina,Fonseca,Indico Capital Partners,Portugal,Pre-seed; Seed; Series A; Series B,Sales & CRM; Cybersecurity; AI; SaaS; FinTech
Stephan Morais,Stephan,Morais,Indico Capital Partners,,Seed,IoT; Web3/Blockchain; E-commerce; Marketplaces; AI; SaaS; FinTech
Rui Rodrigues,Rui,Rodrigues,Indico Capital Partners,"Lisbon, Portugal",Pre-seed; Seed; Series A; Series B,Cybersecurity; IoT; Web3/Blockchain; Web3/Crypto; AI; SaaS; FinTech
Ricardo Torgal,Ricardo,Torgal,Indico Capital Partners,"Lisbon, Portugal",Pre-seed; Seed; Series A; Series B,Cybersecurity; IoT; Web3/Crypto; Web3/Blockchain; Marketplaces; SaaS; AI; FinTech
Jeremy Bellaiche,Jeremy,Bellaiche,Satgana,"Paris, France",Seed; Series A,ClimateTech/CleanTech
Alexis Brebel,Alexis,Brebel,Satgana,"Paris, France",Pre-seed; Seed,ClimateTech/CleanTech
Yannick Chamming,Yannick,Chamming,Satgana,France,Seed; Series A,Impact; ClimateTech/CleanTech
Romain Diaz,Romain,Diaz,Satgana,"Lisbon, Portugal",Seed; Series A,ClimateTech/CleanTech
